,year,country,Christianity,Judaism,Islam,Buddhism,Hindu,Shinto,Confus_Tao,code,gdp,un_region,hdi,conflict_present
1206,2010,Niger,584548,0,13714412,0,0,0,0,NER,7851192502.30917,Africa,0.336,0.0
1213,1990,Côte D'Ivoire,3444889,0,4530943,4929,6600,0,0,CIV,10795850582.779,Africa,0.425,0.0
1214,1995,Côte D'Ivoire,4293224,0,5399999,6161,3891,0,0,CIV,11000146266.5135,Africa,0.0,0.0
1215,2000,Côte D'Ivoire,4152993,0,5719537,7393,1183,0,0,CIV,16577533891.8785,Africa,0.454,0.0
1216,2005,Côte D'Ivoire,6091165,0,7337488,9049,1448,0,0,CIV,24036918703.1747,Africa,0.0,0.0
1217,2010,Côte D'Ivoire,8029336,0,8029337,10706,1713,0,0,CIV,34936307980.063,Africa,0.47,0.0
1224,1990,Guinea,220000,0,3847000,4458,0,0,0,GIN,3888320665.52218,Africa,0.27,0.0
1225,1995,Guinea,280000,0,4997320,5573,0,0,0,GIN,5385704166.43341,Africa,0.0,0.0
1226,2000,Guinea,534351,0,6315500,6500,0,0,0,GIN,4367458866.71537,Africa,0.345,1.0
1227,2005,Guinea,737678,0,7837850,8200,0,0,0,GIN,4282468636.90501,Africa,0.0,0.0
1228,2010,Guinea,819087,0,8702832,9000,0,0,0,GIN,6853467145.53089,Africa,0.415,0.0
1235,1990,Burkina Faso,1340000,0,4376500,0,0,0,0,BFA,3101300778.56414,Africa,0.296,0.0
1236,1995,Burkina Faso,1601000,0,5100000,0,0,0,0,BFA,2379517975.28056,Africa,0.0,0.0
1237,2000,Burkina Faso,2561541,0,6804090,0,0,0,0,BFA,2968370087.59759,Africa,0.296,0.0
1238,2005,Burkina Faso,2891500,0,7425160,0,0,0,0,BFA,6146353173.34929,Africa,0.0,0.0
1239,2010,Burkina Faso,4574351,0,9023117,0,0,0,0,BFA,10109619740.6994,Africa,0.372,0.0
1249,1990,Liberia,866520,0,433260,0,0,0,0,LBR,384400000.0,Africa,0.434,1.0
1250,1995,Liberia,998800,0,441600,0,0,0,0,LBR,134800000.0,Africa,0.0,1.0
1251,2000,Liberia,1230057,0,630800,0,0,0,0,LBR,874000000.0,Africa,0.434,1.0
1252,2005,Liberia,2281310,0,466760,0,0,0,0,LBR,949000000.0,Africa,0.0,0.0
1253,2010,Liberia,3542240,0,468918,0,0,0,0,LBR,1998000000.0,Africa,0.46,0.0
1259,1990,Sierra Leone,452150,0,1798650,0,2050,0,0,SLE,649644097.566129,Africa,0.314,0.0
1260,1995,Sierra Leone,419499,0,2433100,0,2270,0,0,SLE,870740291.519248,Africa,0.0,1.0
1261,2000,Sierra Leone,856198,0,2813860,0,2490,0,0,SLE,635866403.776065,Africa,0.319,1.0
1262,2005,Sierra Leone,1057208,0,3147566,0,2797,0,0,SLE,2545275312.60512,Africa,0.0,0.0
1263,2010,Sierra Leone,1169246,0,3396544,0,3000,0,0,SLE,4262805966.78755,Africa,0.416,0.0
1270,1990,Ghana,8280300,0,2930000,340,3200,0,0,GHA,5889106573.46088,Africa,0.445,0.0
1271,1995,Ghana,10150510,0,3464972,372,3621,0,0,GHA,6464382807.67884,Africa,0.0,0.0
1272,2000,Ghana,10986230,0,3787000,404,4042,0,0,GHA,4982850662.20851,Africa,0.5,0.0
1273,2005,Ghana,12666130,0,3404843,431,4333,0,0,GHA,10744568381.4456,Africa,0.0,0.0
1274,2010,Ghana,16879326,0,4223515,0,0,0,0,GHA,32197655566.5347,Africa,0.571,0.0
1281,1990,Togo,1467000,0,650000,0,0,0,0,TGO,2299665505.61434,Africa,0.399,0.0
1282,1995,Togo,1777899,0,735300,0,0,0,0,TGO,1849110468.19569,Africa,0.0,0.0
1283,2000,Togo,1917880,0,555480,0,0,0,0,TGO,2106848752.27753,Africa,0.436,0.0
1284,2005,Togo,2513727,0,731169,0,0,0,0,TGO,3221910408.46516,Africa,0.0,0.0
1285,2010,Togo,2797212,0,815854,0,0,0,0,TGO,4746386893.22553,Africa,0.469,0.0
1292,1990,Cameroon,6038000,0,2435000,55,0,0,0,CMR,12314482627.8454,Africa,0.44,0.0
1293,1995,Cameroon,7036810,0,2920940,100,0,0,0,CMR,10864772470.9043,Africa,0.0,0.0
1294,2000,Cameroon,7566370,0,2896320,181,0,0,0,CMR,10566579294.9831,Africa,0.426,0.0
1295,2005,Cameroon,8938935,0,3499500,326,0,0,0,CMR,19509852206.9341,Africa,0.0,0.0
1296,2010,Cameroon,9868484,0,4265362,359,0,0,0,CMR,27507501821.0296,Africa,0.515,0.0
1303,1990,Nigeria,44038540,800,42899000,5000,0,0,0,NGA,54035795387.8086,Africa,0.488,0.0
1304,1995,Nigeria,47688800,801,52361000,5477,0,0,0,NGA,140919776986.364,Africa,0.0,0.0
1305,2000,Nigeria,49263166,200,60000000,5954,0,0,0,NGA,69171451627.2465,Africa,0.488,0.0
1306,2005,Nigeria,56317628,100,66214665,7000,0,0,0,NGA,175670569969.346,Africa,0.0,0.0
1307,2010,Nigeria,64726375,100,78284656,8229,0,0,0,NGA,366990417129.04,Africa,0.488,1.0
1314,1990,Gabon,806600,0,40000,0,0,0,0,GAB,5952293764.84777,Africa,0.599,0.0
1315,1995,Gabon,946880,0,79645,0,0,0,0,GAB,4958845648.04778,Africa,0.0,0.0
1316,2000,Gabon,936379,0,147120,0,0,0,0,GAB,5080483628.53013,Africa,0.626,0.0
1317,2005,Gabon,963099,0,157560,0,0,0,0,GAB,9582783990.85345,Africa,0.0,0.0
1318,2010,Gabon,1047752,0,210332,0,0,0,0,GAB,14372593020.2885,Africa,0.656,0.0
1325,1990,Central African Republic,1853000,0,455000,0,0,0,0,CAF,1440711459.16967,Africa,0.333,0.0
1326,1995,Central African Republic,2159140,0,490950,0,0,0,0,CAF,1115389673.69197,Africa,0.0,0.0
1327,2000,Central African Republic,1662483,0,565474,0,0,0,0,CAF,916777282.691659,Africa,0.319,0.0
1328,2005,Central African Republic,2017690,0,615150,0,0,0,0,CAF,1337894378.73743,Africa,0.0,1.0
1329,2010,Central African Republic,2215305,0,675397,0,0,0,0,CAF,2142591540.40068,Africa,0.357,1.0
1336,1990,Chad,1808050,0,2672890,612,0,0,0,TCD,1738605557.76313,Africa,0.292,1.0
1337,1995,Chad,1955305,0,3167500,765,0,0,0,TCD,1445919894.57661,Africa,0.0,0.0
1338,2000,Chad,2274495,0,4124505,918,0,0,0,TCD,1388506771.58756,Africa,0.292,1.0
1339,2005,Chad,3306270,0,5530260,1543,0,0,0,TCD,8655892392.92919,Africa,0.0,1.0
1340,2010,Chad,3909470,0,6347232,1771,0,0,0,TCD,14058506663.7252,Africa,0.364,1.0
1347,1990,Congo,1976040,0,25000,100,0,0,0,COG,2798746050.11354,Africa,0.541,0.0
1348,1995,Congo,2243564,0,51860,113,0,0,0,COG,2116003867.75536,Africa,0.0,0.0
1349,2000,Congo,2430640,0,42408,127,0,0,0,COG,3227927697.57921,Africa,0.509,0.0
1350,2005,Congo,2865567,0,69920,142,0,0,0,COG,6650001680.48544,Africa,0.0,0.0
1351,2010,Congo,3228666,0,77400,172,0,0,0,COG,13148396211.5955,Africa,0.581,0.0
1358,1990,Democratic Republic Of The Congo,33302540,420,435000,2100,64000,0,0,COD,9349764580.41173,Africa,0.377,0.0
1359,1995,Democratic Republic Of The Congo,43148540,441,454530,2486,70740,0,0,COD,5643439376.10491,Africa,0.0,0.0
1360,2000,Democratic Republic Of The Congo,47010884,463,671502,2872,77481,0,0,COD,19088046305.7971,Africa,0.376,1.0
1361,2005,Democratic Republic Of The Congo,54270480,363,886155,3438,80500,0,0,COD,12609728573.1032,Africa,0.0,1.0
1362,2010,Democratic Republic Of The Congo,63127199,407,882247,3841,95000,0,0,COD,24161641931.0331,Africa,0.424,1.0
1368,1990,Uganda,13556620,2000,1843204,727,132000,0,1650,UGA,4304399310.30967,Africa,0.329,1.0
1369,1995,Uganda,15511805,2200,2156905,908,157600,0,1800,UGA,5755818842.49246,Africa,0.0,1.0
1370,2000,Uganda,17829965,1500,2634881,1090,162000,0,2004,UGA,6193246837.09687,Africa,0.392,1.0
1371,2005,Uganda,21257472,2676,3117551,1722,170000,0,2461,UGA,9239221763.05793,Africa,0.0,1.0
1372,2010,Uganda,25921856,2000,3734278,2005,182000,0,2863,UGA,26673441430.7857,Africa,0.5,0.0
1378,1990,Kenya,18867000,1600,1680000,200,120000,0,48000,KEN,8572359038.16958,Africa,0.48,0.0
1379,1995,Kenya,24049800,1693,2032672,461,135801,0,53027,KEN,9046320255.40507,Africa,0.0,0.0
1380,2000,Kenya,23881200,1787,2406400,722,135000,0,58054,KEN,12705350097.8044,Africa,0.487,0.0
1381,2005,Kenya,29036215,1500,3193162,1118,145000,0,60000,KEN,18737895512.7378,Africa,0.0,0.0
1382,2010,Kenya,32402646,1300,4198090,1266,175000,0,77561,KEN,45405615063.7551,Africa,0.545,0.0
1388,1990,United Republic Of Tanzania,12378600,170,8050000,5072,210000,0,6200,,,Africa,0.366,0.0
1389,1995,United Republic Of Tanzania,15624860,194,9707840,6340,249961,0,6770,,,Africa,0.0,0.0
1390,2000,United Republic Of Tanzania,16989531,0,11730950,7608,289922,0,7340,,,Africa,0.396,0.0
1391,2005,United Republic Of Tanzania,18595935,0,12657251,8522,279999,0,8784,,,Africa,0.0,0.0
1392,2010,United Republic Of Tanzania,20574501,0,15505201,9777,322500,0,9432,,,Africa,0.493,0.0
1398,1990,Burundi,4891200,0,105893,0,5000,0,0,BDI,1132101252.51817,Africa,0.285,0.0
1399,1995,Burundi,5424155,0,59820,0,5312,0,0,BDI,1000428393.88528,Africa,0.0,1.0
1400,2000,Burundi,5623798,0,234324,0,5624,0,0,BDI,870486065.883137,Africa,0.298,1.0
1401,2005,Burundi,6632591,0,224601,0,6422,0,0,BDI,1117113079.73645,Africa,0.0,1.0
1402,2010,Burundi,7641386,0,214879,0,7220,0,0,BDI,2032135192.01248,Africa,0.404,0.0
1408,1990,Rwanda,5702750,0,556056,0,10000,0,0,RWA,2550185679.08109,Africa,0.32,1.0
1409,1995,Rwanda,4359705,0,362880,0,5193,0,0,RWA,1293535193.49248,Africa,0.0,0.0
1410,2000,Rwanda,6779963,0,328674,0,387,0,0,RWA,2068836754.37431,Africa,0.328,1.0
1411,2005,Rwanda,8064826,0,449600,0,440,0,0,RWA,2933819766.17656,Africa,0.0,0.0
1412,2010,Rwanda,9252868,0,475843,0,517,0,0,RWA,6124756654.12346,Africa,0.485,0.0
1419,1990,Somalia,6357,0,8573000,0,2400,0,0,SOM,1031282081.16683,Africa,0.38,1.0
1420,1995,Somalia,6317,0,9401000,0,4027,0,0,SOM,1534756134.55022,Africa,0.0,1.0
1421,2000,Somalia,6277,0,10046515,0,5654,0,0,SOM,3412797450.20112,Africa,0.38,0.0
1422,2005,Somalia,4509,0,8303876,0,4737,0,0,SOM,4683246454.10048,Africa,0.0,1.0
1423,2010,Somalia,4333,0,9283692,0,5225,0,0,SOM,2687807003.73935,Africa,0.38,1.0
1426,1990,Djibouti,23660,0,484500,0,130,0,0,DJI,452328087.282876,Africa,0.33,0.0
1427,1995,Djibouti,26408,0,564940,0,192,0,0,DJI,497723960.589913,Africa,0.0,0.0
1428,2000,Djibouti,10397,0,622050,0,255,0,0,DJI,551230861.856505,Africa,0.33,0.0
1429,2005,Djibouti,11125,0,784875,0,321,0,0,DJI,708633194.726566,Africa,0.0,0.0
1430,2010,Djibouti,12256,0,860869,0,352,0,0,DJI,1128611700.3618,Africa,0.422,0.0
1449,1990,Ethiopia,29253960,10000,16540480,0,3600,0,0,ETH,12478943895.1691,Africa,0.286,1.0
1451,1995,Ethiopia,32575450,10975,19270180,0,4130,0,0,ETH,7855205206.93405,Africa,0.0,0.0
1453,2000,Ethiopia,38159809,11950,20608195,0,4661,0,0,ETH,8242349617.8638,Africa,0.286,1.0
1455,2005,Ethiopia,42171769,8500,27234000,0,5471,0,0,ETH,12401139453.9738,Africa,0.0,1.0
1457,2010,Ethiopia,50654152,4500,28332765,0,6130,0,0,ETH,29933790334.3418,Africa,0.409,1.0
1459,1995,Eritrea,1539364,0,1542000,0,685,0,0,ERI,578015625.0,Africa,0.0,0.0
1460,2000,Eritrea,1812203,0,1925000,0,770,0,0,ERI,706370815.584416,Africa,0.458,1.0
1461,2005,Eritrea,2012850,0,2370690,0,895,0,0,ERI,1098424685.66169,Africa,0.0,0.0
1462,2010,Eritrea,3009808,0,2100000,0,1047,0,0,ERI,1589515447.15447,Africa,0.458,0.0
1466,1990,Angola,9307500,0,91671,900,0,0,0,AGO,11229515599.3048,Africa,0.38,1.0
1467,1995,Angola,9875230,0,114089,1000,0,0,0,AGO,5538749259.94714,Africa,0.0,1.0
1468,2000,Angola,10839535,0,130000,1101,0,0,0,AGO,9129594970.15301,Africa,0.38,1.0
1469,2005,Angola,15029280,0,175000,1200,0,0,0,AGO,41396636383.3725,Africa,0.0,0.0
1470,2010,Angola,17034849,0,198750,1634,0,0,0,AGO,95546919754.7633,Africa,0.516,0.0
1474,1990,Mozambique,5384000,160,2264160,591,22000,0,0,MOZ,0.0,Africa,0.239,1.0
1475,1995,Mozambique,7432920,178,2787680,738,26842,0,0,MOZ,3061646173.73938,Africa,0.0,0.0
1476,2000,Mozambique,7571947,197,4329600,886,31685,0,0,MOZ,5930685214.61595,Africa,0.303,0.0
1477,2005,Mozambique,8746666,194,4224000,1695,31266,0,0,MOZ,8868504899.94673,Africa,0.0,0.0
1478,2010,Mozambique,10340024,218,5320442,1900,35165,0,0,MOZ,11411894723.864,Africa,0.407,0.0
1484,1990,Zambia,6080800,1000,80000,2400,10000,0,0,ZMB,3288381797.32415,Africa,0.417,0.0
1485,1995,Zambia,6410000,1091,89054,2575,11235,0,0,ZMB,3806983413.16416,Africa,0.0,0.0
1486,2000,Zambia,7513167,1183,62500,2751,12470,0,0,ZMB,3600632111.41414,Africa,0.418,0.0
1487,2005,Zambia,9953669,1522,62405,3512,57205,0,0,ZMB,8331870169.14977,Africa,0.0,0.0
1488,2010,Zambia,11344499,1682,71124,3912,65198,0,0,ZMB,20265559483.8548,Africa,0.528,0.0
1494,1990,Zimbabwe,6548714,9400,80000,700,13500,0,0,ZWE,8788301546.04498,Africa,0.479,0.0
1495,1995,Zimbabwe,8271850,10132,82767,437,15385,0,0,ZWE,7115000000.0,Africa,0.0,0.0
1496,2000,Zimbabwe,7563983,10864,84200,175,17270,0,0,ZWE,6693250000.0,Africa,0.426,0.0
1497,2005,Zimbabwe,9865000,11432,72150,184,17939,0,0,ZWE,5758250000.0,Africa,0.0,0.0
1498,2010,Zimbabwe,9961179,11326,130448,182,18005,0,0,ZWE,12047750000.0,Africa,0.481,0.0
1504,1990,Malawi,5352920,152,1657800,0,15433,0,0,MWI,2737087861.62245,Africa,0.299,0.0
1505,1995,Malawi,6730375,183,1566080,0,21689,0,0,MWI,2033701497.97085,Africa,0.0,0.0
1506,2000,Malawi,6890909,197,1688144,0,23379,0,0,MWI,2537307580.32808,Africa,0.378,0.0
1507,2005,Malawi,8664396,237,1801506,0,28137,0,0,MWI,5320409651.47544,Africa,0.0,0.0
1508,2010,Malawi,10452600,278,2110934,0,32970,0,0,MWI,10128323010.6049,Africa,0.461,0.0
1518,1990,South Africa,28864199,114400,436871,65549,664743,0,1130,ZAF,126048140141.869,Africa,0.635,0.0
1519,1995,South Africa,35332102,91116,490700,25500,91116,0,0,ZAF,171735933897.331,Africa,0.0,0.0
1520,2000,South Africa,31630111,75749,654000,98000,560000,0,1615,ZAF,151752757215.309,Africa,0.633,0.0
1521,2005,South Africa,37919459,78642,749500,128535,655165,0,1808,ZAF,288867217196.534,Africa,0.0,0.0
1522,2010,South Africa,40488807,81536,845000,159070,750331,0,2001,ZAF,417363822801.713,Africa,0.675,0.0
1523,1990,Namibia,1248000,1600,200,0,0,0,0,NAM,2789921853.53112,Africa,0.595,0.0
1524,1995,Namibia,1400596,1792,3068,0,0,0,0,NAM,3978514206.31168,Africa,0.0,0.0
1525,2000,Namibia,1471479,0,11874,0,0,0,0,NAM,3922232164.83175,Africa,0.549,0.0
1526,2005,Namibia,1693277,0,9700,0,3311,0,0,NAM,7248374837.72056,Africa,0.0,0.0
1527,2010,Namibia,1865944,2466,10200,0,3500,0,0,NAM,11431412421.1316,Africa,0.584,0.0
1532,1990,Lesotho,1612530,0,850,0,1100,0,0,LSO,596410263.743849,Africa,0.479,0.0
1533,1995,Lesotho,1824570,0,920,0,1196,0,0,LSO,1001894000.27846,Africa,0.0,0.0
1534,2000,Lesotho,1907000,0,1000,0,1292,0,0,LSO,887291687.920796,Africa,0.456,0.0
1535,2005,Lesotho,1842825,0,1200,0,1155,0,0,LSO,1682343527.49221,Africa,0.0,0.0
1536,2010,Lesotho,1972951,0,1600,0,1213,0,0,LSO,2234754241.91918,Africa,0.47,0.0
1541,1990,Botswana,704700,250,2300,0,1550,0,0,BWA,3790636324.44775,Africa,0.587,0.0
1542,1995,Botswana,835638,293,3372,0,1894,0,0,BWA,4730599121.92704,Africa,0.0,0.0
1543,2000,Botswana,874624,337,40549,905,2238,0,0,BWA,5788329609.15755,Africa,0.581,0.0
1544,2005,Botswana,1138738,348,42500,934,2306,0,0,BWA,9918907108.09702,Africa,0.0,0.0
1545,2010,Botswana,1250799,0,49529,1009,2494,0,0,BWA,12637273429.1339,Africa,0.652,0.0
1550,1990,Swaziland,649410,0,4700,0,1200,0,0,SWZ,1114694040.66987,Africa,0.546,0.0
1551,1995,Swaziland,767567,0,5324,0,1311,0,0,SWZ,1698989463.99106,Africa,0.0,0.0
1552,2000,Swaziland,861218,0,1200,0,1532,0,0,SWZ,1697161557.89452,Africa,0.465,0.0
1553,2005,Swaziland,915600,0,1500,0,1745,0,0,SWZ,3097946371.06311,Africa,0.0,0.0
1554,2010,Swaziland,957312,0,8000,0,1855,0,0,SWZ,4360714358.88708,Africa,0.498,0.0
1561,1990,Madagascar,5896410,200,239700,3000,7000,0,0,MDG,3931334875.01376,Africa,0.438,0.0
1562,1995,Madagascar,8113115,219,288038,3493,8123,0,0,MDG,3838100903.74974,Africa,0.0,0.0
1563,2000,Madagascar,9825986,0,460434,0,0,0,0,MDG,4629247203.84524,Africa,0.438,0.0
1564,2005,Madagascar,10372048,262,797849,0,0,0,0,MDG,5859269752.61332,Africa,0.0,0.0
1565,2010,Madagascar,12031782,308,1123633,5135,11912,0,0,MDG,9982711338.07029,Africa,0.488,0.0
1569,1990,Comoros,5000,0,512540,0,0,0,0,COM,401561021.549642,Africa,0.458,0.0
1570,1995,Comoros,4193,0,601259,0,0,0,0,COM,392774713.634182,Africa,0.0,0.0
1571,2000,Comoros,300,0,680512,0,0,0,0,COM,339504306.290689,Africa,0.458,0.0
1572,2005,Comoros,500,0,588339,0,0,0,0,COM,655375095.906176,Africa,0.0,0.0
1573,2010,Comoros,850,0,666746,0,0,0,0,COM,907978730.887844,Africa,0.524,0.0
1578,1990,Mauritius,351790,0,175000,2700,465960,0,0,MUS,2689212760.18576,Africa,0.62,0.0
1579,1995,Mauritius,356110,0,190740,2786,493680,0,0,MUS,4094741652.30048,Africa,0.0,0.0
1580,2000,Mauritius,373012,0,184647,4040,561300,0,0,MUS,4726108622.47661,Africa,0.682,0.0
1581,2005,Mauritius,394747,0,207525,3145,610000,0,0,MUS,6576108447.47531,Africa,0.0,0.0
1582,2010,Mauritius,416484,0,221778,2251,622238,0,0,MUS,10144716154.9356,Africa,0.755,0.0
1585,1990,Seychelles,67950,0,160,0,380,0,30,SYC,392163560.868669,Africa,0.755,0.0
1586,1995,Seychelles,72574,0,515,0,970,0,30,SYC,540733047.733048,Africa,0.0,0.0
1587,2000,Seychelles,72320,0,516,0,1013,0,0,SYC,654212394.27164,Africa,0.755,0.0
1588,2005,Seychelles,76719,0,987,165,1593,0,31,SYC,977899381.818182,Africa,0.0,0.0
1589,2010,Seychelles,81121,0,1459,331,2174,0,62,SYC,981616542.328454,Africa,0.774,0.0
1604,1990,Morocco,334470,15000,23923175,0,0,0,0,MAR,30179954774.9899,Africa,0.448,0.0
1606,1995,Morocco,1805,12000,26102400,0,0,0,0,MAR,39030285468.3841,Africa,0.0,0.0
1608,2000,Morocco,25000,5000,28002800,0,0,0,0,MAR,43017455401.8445,Africa,0.525,0.0
1610,2005,Morocco,301720,5000,29843108,0,0,0,0,MAR,68852658068.6673,Africa,0.0,0.0
1612,2010,Morocco,317760,6000,31430015,0,0,0,0,MAR,100865329473.44,Africa,0.604,0.0
1619,1990,Algeria,128400,600,24146000,0,0,0,0,DZA,62048507531.3357,Africa,0.593,0.0
1620,1995,Algeria,9000,0,27208500,0,0,0,0,DZA,41764291671.7711,Africa,0.0,1.0
1621,2000,Algeria,4455,566,30865165,0,0,0,0,DZA,54790398570.3282,Africa,0.652,1.0
1622,2005,Algeria,263248,526,32576940,0,0,0,0,DZA,107046618669.707,Africa,0.0,1.0
1623,2010,Algeria,285330,0,35309660,0,0,0,0,DZA,177785053939.531,Africa,0.721,1.0
1638,1990,Tunisia,76350,3600,8070750,0,0,0,0,TUN,12290568181.8182,Africa,0.566,0.0
1640,1995,Tunisia,50790,44790,8823630,0,0,0,0,TUN,18030876599.3444,Africa,0.0,0.0
1642,2000,Tunisia,23895,1911,9490140,0,0,0,0,TUN,21473528160.7782,Africa,0.651,0.0
1644,2005,Tunisia,25000,2000,9928710,0,0,0,0,TUN,32272186694.8043,Africa,0.0,0.0
1646,2010,Tunisia,37346,1500,10443506,0,0,0,0,TUN,46206091937.9628,Africa,0.713,0.0
1656,1990,Libya,99999,33,4026470,5066,1266,0,0,LBY,28904183602.4818,Africa,0.724,0.0
1657,1995,Libya,103533,0,5144790,0,0,0,0,LBY,25541379186.6458,Africa,0.0,0.0
1658,2000,Libya,168150,0,5436850,0,0,0,0,LBY,38270954138.1128,Africa,0.746,0.0
1659,2005,Libya,118460,0,5745310,0,0,0,0,LBY,47334691241.4924,Africa,0.0,0.0
1660,2010,Libya,195273,0,6310833,0,0,0,0,LBY,75380825062.4216,Africa,0.774,0.0
1667,1990,Sudan,4132500,1200,17384983,0,500,0,0,SDN,33641222222.2222,Africa,0.322,1.0
1668,1995,Sudan,4478143,0,18694900,0,0,0,0,SDN,13830363899.9163,Africa,0.0,1.0
1669,2000,Sudan,3502171,0,20053200,0,0,0,0,SDN,12257299147.2936,Africa,0.42,1.0
1670,2005,Sudan,2927790,0,24777900,0,0,0,0,SDN,35182711987.974,Africa,0.0,1.0
1671,2010,Sudan,2867533,0,28488914,0,0,0,0,SDN,58962978034.4828,Africa,0.489,1.0
1681,1990,Iran (Islamic Republic Of),187999,16666,53089900,0,8333,0,0,IRN,124813263926.225,Asia,0.613,1.0
1682,1995,Iran (Islamic Republic Of),221498,8333,65965072,0,4166,0,0,IRN,96419225743.6737,Asia,0.0,0.0
1683,2000,Iran (Islamic Republic Of),105000,12000,66686470,0,0,0,0,IRN,109591707802.216,Asia,0.692,1.0
1684,2005,Iran (Islamic Republic Of),109000,9200,68805000,0,0,0,0,IRN,224970371324.67,Asia,0.0,1.0
1685,2010,Iran (Islamic Republic Of),117000,8700,73332824,0,0,0,0,IRN,487069570463.768,Asia,0.756,1.0
1695,1990,Turkey,400900,22000,55450432,30000,0,0,0,TUR,150655500191.644,Asia,0.598,1.0
1696,1995,Turkey,419539,20000,61019340,0,0,0,0,TUR,234699627004.035,Asia,0.0,1.0
1697,2000,Turkey,334433,20000,65759180,0,0,0,0,TUR,274748463178.502,Asia,0.669,1.0
1698,2005,Turkey,300579,17000,71087650,0,0,0,0,TUR,508314210212.544,Asia,0.0,1.0
1699,2010,Turkey,320277,15000,75699756,0,0,0,0,TUR,782545664268.333,Asia,0.75,0.0
1709,1990,Iraq,398350,180,17354880,900,0,0,0,IRQ,180408064516.129,Asia,0.497,1.0
1710,1995,Iraq,300395,0,19693100,0,0,0,0,IRQ,12894029888.1122,Asia,0.0,1.0
1711,2000,Iraq,433000,0,21959250,0,0,0,0,IRQ,48364250943.9051,Asia,0.583,0.0
1712,2005,Iraq,559260,0,26984295,0,0,0,0,IRQ,50065104667.8159,Asia,0.0,1.0
1713,2010,Iraq,600000,0,30210000,0,0,0,0,IRQ,138516722649.573,Asia,0.629,1.0
1732,1990,Egypt,7093000,1200,45800000,0,600,0,0,EGY,42978914311.3504,Africa,0.567,0.0
1734,1995,Egypt,7398104,1251,47770094,0,625,0,0,EGY,60159245060.4541,Africa,0.0,1.0
1736,2000,Egypt,7964760,0,60253600,0,0,0,0,EGY,99838543960.0763,Africa,0.629,0.0
1738,2005,Egypt,8865270,0,63117840,0,0,0,0,EGY,89660339660.3397,Africa,0.0,0.0
1740,2010,Egypt,9851306,0,70248701,0,0,0,0,EGY,218983666061.706,Africa,0.667,0.0
1758,1990,Syrian Arab Republic,965500,4000,11003964,0,0,0,0,SYR,12308624417.8268,Asia,0.563,0.0
1760,1995,Syrian Arab Republic,1408597,2500,12767400,0,0,0,0,SYR,11396706586.8263,Asia,0.0,0.0
1762,2000,Syrian Arab Republic,1487128,2500,14512500,0,0,0,0,SYR,18937052543.4373,Asia,0.587,0.0
1764,2005,Syrian Arab Republic,1363314,0,16505580,0,0,0,0,SYR,28858965517.2414,Asia,0.0,0.0
1766,2010,Syrian Arab Republic,1530971,0,18372466,0,0,0,0,SYR,61390830874.7007,Asia,0.661,0.0
1777,1990,Lebanon,1200000,0,1355000,0,0,0,0,LBN,2838485353.96187,Asia,0.749,1.0
1778,1995,Lebanon,1222699,0,1782299,0,0,0,0,LBN,11718795528.5556,Asia,0.0,0.0
1779,2000,Lebanon,1267291,0,1870739,65640,0,0,0,LBN,17260364842.4544,Asia,0.749,0.0
1780,2005,Lebanon,1661374,0,2204280,75018,0,0,0,LBN,21497336498.8391,Asia,0.0,0.0
1781,2010,Lebanon,1660967,0,2203740,75000,0,0,0,LBN,38443907042.1227,Asia,0.749,0.0
1791,1990,Jordan,132850,0,4043700,0,0,0,0,JOR,4160087507.83472,Asia,0.622,0.0
1792,1995,Jordan,389838,0,4973140,0,0,0,0,JOR,6727597031.96347,Asia,0.0,0.0
1793,2000,Jordan,200070,0,6468930,0,0,0,0,JOR,8460789844.8519,Asia,0.681,0.0
1794,2005,Jordan,164190,0,5308810,0,0,0,0,JOR,12588998589.5628,Asia,0.0,0.0
