year,country,christianity,judaism,islam,buddhism,hindu,shinto,confus_tao,code,gdp,un_region,conflict_present,hdi,population,religious_population,religious_share
2000,Uruguay,2470035,45873,167,21,0,0,0,URY,22823270892.1094,Latin America and the Caribbean,0.0,0.75,3266206.0,2516096.0,0.7703421033455943
2005,Uruguay,2705243,9918,1000,32,0,0,0,URY,17362857683.8545,Latin America and the Caribbean,0.0,0.78,3285771.0,2716193.0,0.8266531660301342
2010,Uruguay,2746709,10070,1015,32,0,0,0,URY,41950361211.9581,Latin America and the Caribbean,0.0,0.78,3318580.0,2757826.0,0.8310259207251294
1990,United Kingdom,48498500,310000,1050000,120000,375000,0,11531,GBR,1093169389204.55,Europe,1.0,0.8,57247586.0,50365031.0,0.879775629316492
1995,United Kingdom,48904250,295603,1459221,153245,471355,0,13413,GBR,1349094208616.06,Europe,0.0,0.84,58019030.0,51297087.0,0.8841424442980174
2000,United Kingdom,42458524,281207,1828442,186491,567710,0,15296,GBR,1671597821152.97,Europe,0.0,0.86,58892514.0,45337670.0,0.7698375722252238
2005,United Kingdom,40989298,272103,2264221,217659,692355,0,19720,GBR,2551361818181.82,Europe,0.0,0.9,60401206.0,44455356.0,0.7360011321628247
2010,United Kingdom,38957273,263000,2700000,248827,817000,0,24144,GBR,2496740681057.14,Europe,0.0,0.91,62766365.0,43010244.0,0.6852435058171682
1990,Ireland,3335763,1581,7500,0,0,0,0,IRL,49305632408.4929,Europe,0.0,0.74,3513974.0,3344844.0,0.9518693080825299
1995,Ireland,3486468,1750,15081,726,2360,0,0,IRL,69139823232.3232,Europe,0.0,0.81,3608841.0,3506385.0,0.9716097217915669
2000,Ireland,3529605,1865,19163,466,3767,0,0,IRL,100207610429.909,Europe,0.0,0.85,3805174.0,3554866.0,0.934219039654954
2005,Ireland,3855152,2065,27678,521,4214,0,0,IRL,211876989655.907,Europe,0.0,0.9,4159914.0,3889630.0,0.9350265414140773
2010,Ireland,4150307,1984,25700,781,0,0,0,IRL,221732824603.484,Europe,0.0,0.91,4560155.0,4178772.0,0.9163662200078725
1990,Netherlands,11346000,26000,533000,48000,80000,0,0,NLD,318799003993.707,Europe,0.0,0.85,14951510.0,12033000.0,0.8048016554849644
1995,Netherlands,11215247,25471,626500,102930,84674,0,0,NLD,452967334614.329,Europe,0.0,0.89,15459006.0,12054822.0,0.7797928275595468
2000,Netherlands,10625781,24942,780000,157860,95000,0,0,NLD,417649282153.726,Europe,0.0,0.89,15925513.0,11683583.0,0.7336393496397887
2005,Netherlands,10570926,25786,897600,194208,105264,0,0,NLD,688133699635.797,Europe,0.0,0.91,16319868.0,11793784.0,0.722664178411247
2010,Netherlands,9626041,25700,963526,201012,107151,0,0,NLD,852464982433.335,Europe,0.0,0.92,16615394.0,10923430.0,0.6574282860821717
1990,Belgium,8495449,32100,315000,20000,0,0,0,BEL,205331747947.851,Europe,0.0,0.81,9967379.0,8862549.0,0.8891554138756036
1995,Belgium,8222233,32000,403904,21939,0,0,0,BEL,288025588396.278,Europe,0.0,0.88,10136811.0,8680076.0,0.8562925756433656
2000,Belgium,7909604,40000,350000,20000,0,0,0,BEL,236792460312.471,Europe,0.0,0.88,10251250.0,8319604.0,0.8115697110108523
2005,Belgium,8139550,50000,400000,10000,6500,0,0,BEL,385714762230.039,Europe,0.0,0.91,10478617.0,8606050.0,0.8212963600062871
2010,Belgium,7526165,30000,543818,32629,7500,0,0,BEL,481556503720.001,Europe,0.0,0.91,10895586.0,8140112.0,0.7471018080165674
1990,Luxembourg,352790,700,3900,0,0,0,0,LUX,12778792853.6939,Europe,0.0,0.79,381850.0,357390.0,0.9359434332853215
1995,Luxembourg,376823,699,5850,0,0,0,0,LUX,20853093869.7318,Europe,0.0,0.82,408625.0,383372.0,0.9382000611807892
2000,Luxembourg,404690,600,6000,0,0,0,0,LUX,21230182989.3036,Europe,0.0,0.86,436300.0,411290.0,0.9426770570708228
2005,Luxembourg,436200,650,9000,0,0,0,0,LUX,37672280120.4794,Europe,0.0,0.88,465158.0,445850.0,0.958491523310359
2010,Luxembourg,460637,600,10139,0,0,0,0,LUX,56213985987.4168,Europe,0.0,0.91,506953.0,471376.0,0.9298218967044283
1990,France,44618413,575000,1810000,307948,40000,0,0,FRA,1257649439826.53,Europe,0.0,0.79,58261012.0,47351361.0,0.8127452540645879
1995,France,43939194,581390,2677400,378182,42302,0,0,FRA,1595219345511.89,Europe,0.0,0.84,59541294.0,47618468.0,0.7997553429053792
2000,France,42875006,620000,4450000,594540,0,0,0,FRA,1360959069477.49,Europe,0.0,0.84,60918661.0,48539546.0,0.7967927266162335
2005,France,42399613,600000,5500000,609960,0,0,0,FRA,2192146403028.17,Europe,0.0,0.88,63180854.0,49109573.0,0.7772856789811673
2010,France,44023361,480000,4950000,650755,51000,0,0,FRA,2646230027988.34,Europe,0.0,0.88,65026211.0,50155116.0,0.7713061429951685
1995,Monaco,29105,539,136,0,0,0,0,MCO,3130309995.30848,Europe,0.0,,31609.0,29780.0,0.9421367332088962
2000,Monaco,28250,500,1197,0,0,0,0,MCO,2654462665.26893,Europe,0.0,0.8,32455.0,29947.0,0.922723771375751
2005,Monaco,27399,500,730,0,0,0,0,MCO,4204652898.73103,Europe,0.0,,32210.0,28629.0,0.8888233467867122
2010,Monaco,26550,500,264,0,0,0,0,MCO,5367561569.59548,Europe,0.0,0.86,33163.0,27314.0,0.8236287428760969
1990,Liechtenstein,27120,40,600,0,0,0,0,LIE,1421509216.37424,Europe,0.0,0.87,28742.0,27760.0,0.9658339711919839
1995,Liechtenstein,28428,41,1319,0,0,0,0,LIE,2428525060.69927,Europe,0.0,,30776.0,29788.0,0.9678970626462179
2000,Liechtenstein,29285,26,1593,66,0,0,0,LIE,2483889858.32312,Europe,0.0,0.87,32645.0,30970.0,0.9486904579568081
2005,Liechtenstein,30158,33,1776,0,0,0,0,LIE,3659319116.88057,Europe,0.0,0.9,34753.0,31967.0,0.9198342589128996
2010,Liechtenstein,31031,40,1960,148,0,0,0,LIE,5082337238.44718,Europe,0.0,0.92,36022.0,33179.0,0.9210760091055467
1990,Switzerland,6064100,17600,152200,1030,1800,0,0,CHE,265763573999.424,Europe,0.0,0.85,6715519.0,6236730.0,0.9287040956923805
1995,Switzerland,6091621,17750,231500,10480,12311,0,0,CHE,352835806342.495,Europe,0.0,0.87,7040687.0,6363662.0,0.9038410598283946
2000,Switzerland,6119143,17900,310800,19931,22823,0,0,CHE,279216033870.204,Europe,0.0,0.88,7184250.0,6490597.0,0.9034480982705223
2005,Switzerland,6408536,17923,312354,24170,23129,0,0,CHE,418284865884.998,Europe,0.0,0.91,7437115.0,6786112.0,0.9124656536842579
2010,Switzerland,6303993,17500,322000,25431,24336,0,0,CHE,598851028906.58,Europe,0.0,0.94,7824909.0,6693260.0,0.8553786376301629
1990,Spain,37464150,12800,170000,16500,0,0,0,ESP,536175326477.31,Europe,0.0,0.76,38867322.0,37663450.0,0.9690261140193811
1995,Spain,37249500,29583,300000,13838,0,0,0,ESP,614170002668.802,Europe,0.0,0.8,39724050.0,37592921.0,0.9463516685735719
2000,Spain,34100000,52000,450000,12000,0,0,0,ESP,598102854756.08,Europe,0.0,0.83,40567864.0,34614000.0,0.8532369365071821
2005,Spain,36380000,35000,1100000,9000,0,0,0,ESP,1154667551775.88,Europe,0.0,0.86,43653155.0,37524000.0,0.8595942263508789
2010,Spain,37121529,12000,1400000,10200,0,0,0,ESP,1427989078916.67,Europe,0.0,0.87,46576897.0,38543729.0,0.8275289141739091
1995,Andorra,62680,257,448,0,207,0,0,AND,1178745282.8678,Europe,0.0,,63912.0,63592.0,0.994993115533859
2000,Andorra,72946,0,500,0,0,0,0,AND,1432606296.26722,Europe,0.0,0.82,65685.0,65685.0,1.0
2005,Andorra,74445,0,400,0,0,0,0,AND,3161084846.97686,Europe,0.0,0.84,77421.0,74845.0,0.9667273737099753
2010,Andorra,77546,0,769,0,300,0,0,AND,3449925693.58181,Europe,0.0,0.86,80706.0,78615.0,0.9740911456397294
1990,Portugal,9344537,500,20000,50000,0,0,0,PRT,78713860216.5659,Europe,0.0,0.7,9983218.0,9415037.0,0.9430863875756295
1995,Portugal,9263964,467,28910,52650,0,0,0,PRT,118122007430.012,Europe,0.0,0.77,10026176.0,9345991.0,0.9321590803911681
2000,Portugal,8437963,1773,35000,55300,7000,0,0,PRT,118605192877.388,Europe,0.0,0.79,10289898.0,8537036.0,0.8296521500990583
2005,Portugal,8780641,2482,62993,57449,6693,0,0,PRT,197253876704.921,Europe,0.0,0.81,10503330.0,8910258.0,0.8483269591643793
2010,Portugal,9123319,3192,90987,59598,6386,0,0,PRT,238443864993.217,Europe,0.0,0.83,10573100.0,9283482.0,0.8780283928081641
1990,Germany,62557600,47000,2850000,75000,45000,0,0,DEU,1778162195860.07,Europe,0.0,0.83,79433029.0,65574600.0,0.8255331670658058
1995,Germany,60917960,135319,3258506,79843,68954,0,0,DEU,2593053091306.13,Europe,0.0,0.87,81678051.0,64460582.0,0.7892032340487655
2000,Germany,56327135,187500,3000000,80000,62500,0,0,DEU,1966980701145.1,Europe,0.0,0.89,82211508.0,59657135.0,0.7256543086400994
2005,Germany,54399203,189000,3500000,82000,70000,0,0,DEU,2893393187361.87,Europe,0.0,0.92,82469422.0,58240203.0,0.7062036035610871
2010,Germany,57827992,119000,4000000,245000,97500,0,0,DEU,3467093769666.67,Europe,0.0,0.93,81776930.0,62289492.0,0.761700054037245
1990,Poland,37050000,4940,4500,900,0,0,0,POL,65977748210.5263,Europe,0.0,0.72,38110782.0,37060340.0,0.972437143903266
1995,Poland,37293803,1410,5303,1458,0,0,0,POL,142838527115.448,Europe,0.0,0.75,38594998.0,37301974.0,0.9664976274904846
2000,Poland,36631210,1400,2500,0,0,0,0,POL,172953527033.013,Europe,0.0,0.79,38258629.0,36635110.0,0.9575646320206612
2005,Poland,35958000,1400,2700,1984,0,0,0,POL,306999913150.525,Europe,0.0,0.83,38165445.0,35964084.0,0.9423205729685583
2010,Poland,34539629,1600,5100,1500,0,0,0,POL,478111630683.514,Europe,0.0,0.84,38042794.0,34547829.0,0.9081306961838818
1990,Austria,6433500,7205,157415,0,0,0,0,AUT,165811372382.912,Europe,0.0,0.82,7677850.0,6598120.0,0.8593707873949087
1995,Austria,6996880,8687,242116,5717,4198,0,0,AUT,240094169510.031,Europe,0.0,0.86,7948278.0,7257598.0,0.9131031904017449
2000,Austria,6445987,8320,346502,0,0,0,0,AUT,196181599831.287,Europe,0.0,0.87,8011566.0,6800809.0,0.8488738656087961
2005,Austria,6285258,8309,372536,0,0,0,0,AUT,313952317330.776,Europe,0.0,0.9,8227829.0,6666103.0,0.8101897839636677
2010,Austria,6124531,8298,398571,0,0,0,0,AUT,389827789217.634,Europe,0.0,0.9,8363404.0,6531400.0,0.7809499576966508
1990,Hungary,8053776,100000,16458,1000,0,0,0,HUN,34478360678.756,Europe,0.0,0.72,10373988.0,8171234.0,0.7876656498927895
1995,Hungary,7811791,56435,20072,2206,0,0,0,HUN,46577614588.9926,Europe,0.0,0.74,10328965.0,7890504.0,0.7639201023529463
2000,Hungary,7462967,12666,3150,5139,0,0,0,HUN,47275954428.9586,Europe,0.0,0.77,10210971.0,7483922.0,0.7329295127760131
2005,Hungary,7066031,11815,3825,2569,0,0,0,HUN,113098237570.929,Europe,0.0,0.82,10087065.0,7084240.0,0.7023093436990839
2010,Hungary,6669095,10965,4500,0,0,0,0,HUN,131898737241.166,Europe,0.0,0.83,10000023.0,6684560.0,0.6684544625547362
1995,Czechia,3076314,7210,1050,10746,0,0,0,CZE,60572381311.2283,Europe,0.0,0.78,10327253.0,3095320.0,0.29972345985907384
2000,Czechia,3098330,3900,3699,6826,1062,0,0,CZE,62175642238.0847,Europe,0.0,0.81,10255063.0,3113817.0,0.30363704250281054
2005,Czechia,2675520,5611,2518,3413,531,0,0,CZE,137264185596.1,Europe,0.0,0.86,10211216.0,2687593.0,0.2632000929174351
2010,Czechia,2252712,7322,1338,0,0,0,0,CZE,211168667286.27,Europe,0.0,0.87,10474410.0,2261372.0,0.2158949286881075
1990,Italy,48669553,38359,600000,4100,0,0,0,ITA,1183945130898.51,Europe,0.0,0.78,56719240.0,49312012.0,0.869405372850553
1995,Italy,47718067,38088,640000,6233,0,0,0,ITA,1177369428265.78,Europe,0.0,0.82,56844303.0,48402388.0,0.8514905706557788
2000,Italy,48955835,30200,950063,60338,0,0,0,ITA,1149661363439.38,Europe,0.0,0.84,56942108.0,49996436.0,0.8780222186365141
2005,Italy,50346000,30000,1000000,60000,75000,0,0,ITA,1864982261286.85,Europe,0.0,0.88,58166682.0,51511000.0,0.8855756977852028
2010,Italy,48018881,39000,700000,8831,7923,0,0,ITA,2144936254535.0,Europe,0.0,0.88,59819407.0,48774635.0,0.8153647360629971
1995,San Marino,22799,0,5,0,0,0,0,SMR,0.0,Europe,0.0,,25158.0,22804.0,0.9064313538437078
2000,San Marino,25650,0,5,0,0,0,0,SMR,1007661366.66959,Europe,0.0,0.88,26799.0,25655.0,0.9573118399940296
2005,San Marino,29450,0,6,0,0,0,0,SMR,1786514058.22344,Europe,0.0,0.89,29836.0,29456.0,0.9872637082718864
2010,San Marino,28088,0,6,0,0,0,0,SMR,1881191925.32503,Europe,0.0,0.9,33270.0,28094.0,0.844424406372107
1990,Malta,350140,50,1250,0,40,0,0,MLT,2547328747.50761,Europe,0.0,0.73,354170.0,351480.0,0.9924047773668012
1995,Malta,365041,53,1093,0,40,0,0,MLT,3709396044.85885,Europe,0.0,0.76,377419.0,366227.0,0.9703459550261115
2000,Malta,371280,97,728,9,0,0,0,MLT,4036809815.46617,Europe,0.0,0.78,390087.0,372114.0,0.9539256627367741
2005,Malta,387285,58,2838,810,42,0,0,MLT,6393234992.55141,Europe,0.0,0.84,403834.0,391033.0,0.968301331735317
2010,Malta,401633,60,4122,0,0,0,0,MLT,9097044159.26912,Europe,0.0,0.86,414508.0,405815.0,0.9790281490345181
1990,Albania,976398,305,1367520,0,0,0,0,ALB,2028553750.0,Europe,0.0,0.65,3286542.0,2344223.0,0.7132794895059914
1995,Albania,1049187,302,1948860,0,0,0,0,ALB,2905092798.61916,Europe,0.0,0.64,3187784.0,2998349.0,0.9405747064418417
2000,Albania,715990,300,2051467,0,0,0,0,ALB,3584570164.85195,Europe,0.0,0.68,3089027.0,2767757.0,0.8959963768526464
2005,Albania,837479,299,1931812,0,0,0,0,ALB,8256658249.8128,Europe,0.0,0.72,3011487.0,2769590.0,0.9196752302101918
2010,Albania,685221,0,2013180,0,0,0,0,ALB,12086545641.299,Europe,0.0,0.77,2913021.0,2698401.0,0.9263239090964329
2010,Montenegro,478002,0,120289,119,0,0,0,MNE,4136936189.28052,Europe,0.0,0.81,619428.0,598410.0,0.966068695635328
1995,Croatia,4188925,810,85130,0,0,0,0,HRV,22772394546.6058,Europe,1.0,0.71,4620030.0,4274865.0,0.9252894461724275
2000,Croatia,4154923,498,57231,0,0,0,0,HRV,22134411297.473,Europe,0.0,0.76,4468302.0,4212652.0,0.9427858725753093
2005,Croatia,4098533,526,61127,0,0,0,0,HRV,45013119281.806,Europe,0.0,0.81,4310145.0,4160186.0,0.9652078990381994
2010,Croatia,4042145,553,65023,0,0,0,0,HRV,58975205417.3439,Europe,0.0,0.82,4295427.0,4107721.0,0.9563009684485384
1990,Serbia,17356386,5576,2837717,0,0,0,0,SRB,0.0,Europe,0.0,0.69,7897937.0,7897937.0,1.0
1995,Serbia,7885123,4852,2003930,0,0,0,0,SRB,17921892655.3672,Europe,0.0,0.69,7628264.0,7628264.0,1.0
2000,Serbia,9757747,1113,340084,0,0,0,0,SRB,7326373882.11044,Europe,0.0,0.69,7516346.0,7516346.0,1.0
2005,Serbia,7134892,814,248670,0,0,0,0,SRB,28334256180.8801,Europe,0.0,0.74,7440769.0,7384376.0,0.9924210790578232
2010,Serbia,6652741,586,226117,0,0,0,0,SRB,43536629233.1424,Europe,0.0,0.77,7291436.0,6879444.0,0.9434964525506361
1995,Slovenia,1780836,330,47700,0,0,0,0,SVN,21367422159.3207,Europe,0.0,0.77,1989872.0,1828866.0,0.9190872578738732
2000,Slovenia,1580712,100,48019,0,0,0,0,SVN,20159190701.6789,Europe,0.0,0.82,1988925.0,1628831.0,0.8189504380507058
2005,Slovenia,1478349,152,54815,0,0,0,0,SVN,35947936823.7781,Europe,0.0,0.88,2000474.0,1533316.0,0.7664763451062099
2010,Slovenia,1375987,205,61611,0,0,0,0,SVN,47793117240.9001,Europe,0.0,0.89,2048583.0,1437803.0,0.7018524511821098
1990,Greece,9754560,6600,202500,0,0,0,0,GRC,96529587274.2906,Europe,0.0,0.76,10196792.0,9963660.0,0.9771367308463289
1995,Greece,10021758,6009,235000,0,0,0,0,GRC,134974613913.811,Europe,0.0,0.79,10562153.0,10262767.0,0.9716548321161415
2000,Greece,10176670,4860,220000,0,0,0,0,GRC,125760166224.805,Europe,0.0,0.82,10805808.0,10401530.0,0.9625869717470457
2005,Greece,10580420,5500,240000,0,0,0,0,GRC,242315668619.405,Europe,0.0,0.86,10987314.0,10825920.0,0.985310877617587
2010,Greece,10682948,5648,272000,0,0,0,0,GRC,296417644404.034,Europe,0.0,0.87,11121341.0,10960596.0,0.9855462574162595
1990,Cyprus,505680,150,129390,0,0,0,0,CYP,5591130217.66965,Asia,0.0,0.73,788351.0,635220.0,0.8057578413676142
1995,Cyprus,519135,145,155523,0,0,0,0,CYP,9933137128.07244,Asia,0.0,0.78,862695.0,674803.0,0.7822034438590696
2000,Cyprus,559042,141,175000,0,0,0,0,CYP,9985847313.85485,Asia,0.0,0.8,947667.0,734183.0,0.7747267763887525
2005,Cyprus,576604,144,169999,0,0,0,0,CYP,18433412510.8817,Asia,0.0,0.84,1036151.0,746747.0,0.720693219424582
2010,Cyprus,606674,147,164999,0,0,0,0,CYP,25799940077.6075,Asia,0.0,0.86,1127816.0,771820.0,0.6843492200855459
1990,Bulgaria,6884000,4200,1110295,0,0,0,0,BGR,20632090909.0909,Europe,0.0,0.7,8718289.0,7998495.0,0.9174386166827
1995,Bulgaria,6629941,4053,1092780,0,0,0,0,BGR,18991484420.36,Europe,0.0,0.71,8406067.0,7726774.0,0.9191901515893224
2000,Bulgaria,6876100,3907,999156,0,0,0,0,BGR,13245990274.4581,Europe,0.0,0.72,8170172.0,7879163.0,0.9643815332161918
2005,Bulgaria,6403059,2953,985578,0,0,0,0,BGR,29868657858.0082,Europe,0.0,0.78,7658972.0,7391590.0,0.9650890485041596
2010,Bulgaria,6206119,2000,972000,0,0,0,0,BGR,50689051382.4361,Europe,0.0,0.79,7395599.0,7180119.0,0.9708637528887113
1990,Romania,21180551,9670,45928,0,0,0,0,ROU,38247882300.4904,Europe,0.0,0.71,23201835.0,21236149.0,0.9152788561766774
1995,Romania,21446333,8217,61592,0,0,0,0,ROU,37430162102.6125,Europe,0.0,0.7,22684270.0,21516142.0,0.9485049331541195
2000,Romania,21984877,7500,67257,0,0,0,0,ROU,37253739511.1273,Europe,0.0,0.72,22442971.0,22059634.0,0.9829195074038994
2005,Romania,21407729,8500,76128,0,0,0,0,ROU,98454380120.0761,Europe,0.0,0.76,21319685.0,21319685.0,1.0
2010,Romania,20899522,9500,85000,0,0,0,0,ROU,170064350671.827,Europe,0.0,0.81,20246871.0,20246871.0,1.0
1990,Russian Federation,68566005,2854190,28541901,550000,0,0,0,RUS,517014446227.929,Europe,1.0,0.74,147969406.0,100512096.0,0.6792762011898594
1995,Russian Federation,32225158,897498,14777400,552705,0,0,0,RUS,395537185734.854,Europe,1.0,0.71,148375787.0,48452761.0,0.3265543656391861
2000,Russian Federation,105985210,622175,20570760,1796711,0,0,0,RUS,259710142196.943,Europe,1.0,0.73,146596869.0,128974856.0,0.8797927055317941
2005,Russian Federation,103229800,606000,20035960,1750000,0,0,0,RUS,764015973481.11,Europe,1.0,0.78,143518814.0,125621760.0,0.8752982030634674
2010,Russian Federation,105697556,194000,16482000,0,0,0,0,RUS,1524916715223.95,Europe,1.0,0.8,142849468.0,122373556.0,0.856660915251011
1995,Estonia,647267,1622,3982,487,487,0,0,EST,4502970889.06373,Europe,0.0,0.72,1436634.0,653845.0,0.45512287750394326
2000,Estonia,401015,3200,1726,774,190,0,36,EST,5686579747.53524,Europe,0.0,0.8,1396985.0,406941.0,0.29129947708815773
2005,Estonia,390579,2450,1863,1087,275,0,106,EST,14109491356.7964,Europe,0.0,0.85,1354775.0,396360.0,0.29256518610101306
2010,Estonia,380141,1700,2000,1401,361,0,176,EST,19524355419.038,Europe,0.0,0.86,1331475.0,385779.0,0.2897380724384611
1995,Latvia,1359175,10389,6108,121,723,0,0,LVA,5608208784.9401,Europe,0.0,0.7,2485056.0,1376516.0,0.5539174972314507
2000,Latvia,1285590,6005,300,100,500,0,0,LVA,7761252607.18424,Europe,0.0,0.76,2367550.0,1292495.0,0.5459208886823932
2005,Latvia,1324373,6100,380,87,127,0,0,LVA,16306935905.4138,Europe,0.0,0.82,2238799.0,1331067.0,0.5945451110171123
2010,Latvia,1772369,6000,320,167,205,0,0,LVA,23468324572.3343,Europe,0.0,0.83,2097555.0,1779061.0,0.8481594046401644
1995,Lithuania,3172884,5681,7614,788,631,0,0,LTU,7921210339.58439,Europe,0.0,0.71,3629102.0,3187598.0,0.87834345796839
2000,Lithuania,3115606,5500,3012,429,279,0,0,LTU,11550695727.2335,Europe,0.0,0.77,3499536.0,3124826.0,0.8929258050210085
2005,Lithuania,2935356,5750,2869,214,139,0,0,LTU,26105207115.3129,Europe,0.0,0.83,3322528.0,2944328.0,0.8861710119523447
2010,Lithuania,2755107,6000,2727,0,0,0,0,LTU,36638128534.0643,Europe,0.0,0.85,3097282.0,2763834.0,0.8923417370455774
1995,Ukraine,39860991,242562,995335,19335,4969,0,0,UKR,48213856468.5718,Europe,0.0,0.7,51665539.0,41123192.0,0.795950120640375
2000,Ukraine,41626200,151368,353192,50456,0,0,0,UKR,32375083934.8241,Europe,0.0,0.7,49556660.0,42181216.0,0.8511714873439816
2005,Ukraine,39703750,143162,393000,0,0,0,0,UKR,89238865118.5263,Europe,0.0,0.76,47585556.0,40239912.0,0.8456329059179218
2010,Ukraine,39196664,67000,456000,46005,0,0,0,UKR,141209170427.233,Europe,0.0,0.77,46456003.0,39765669.0,0.8559855870510427
