year,country,christianity,judaism,islam,buddhism,hindu,shinto,confus_tao,code,gdp,un_region,conflict_present,hdi,population,religious_population,religious_share
1995,Belarus,7159892,29500,15000,1329,0,0,0,BLR,13972683273.5692,Europe,0.0,0.69,10193831.0,7205721.0,0.7068707534978753
2000,Belarus,5989515,27350,16000,664,0,0,0,BLR,12736856827.9847,Europe,0.0,0.71,9979610.0,6033529.0,0.6045856501406368
2005,Belarus,4892500,25200,17000,0,0,0,0,BLR,30210091836.8294,Europe,0.0,0.77,9663915.0,4934700.0,0.5106315608115345
2010,Belarus,5394257,12000,19000,0,0,0,0,BLR,57231904542.8755,Europe,0.0,0.79,9483836.0,5425257.0,0.572053017365547
1995,Armenia,3288527,706,8316,210,0,0,0,ARM,1468317435.20148,Asia,0.0,0.63,3307581.0,3297759.0,0.9970304582110008
2000,Armenia,3416610,821,750,0,0,0,0,ARM,1911563668.85006,Asia,0.0,0.66,3221100.0,3221100.0,1.0
2005,Armenia,3054651,599,850,0,0,0,0,ARM,4900469511.10191,Asia,0.0,0.71,3146400.0,3056100.0,0.9713005339435545
2010,Armenia,3086654,565,1000,0,0,0,0,ARM,9260285755.62424,Asia,0.0,0.74,3044800.0,3044800.0,1.0
1995,Georgia,4581948,19753,595870,0,0,0,0,GEO,2693732611.81599,Asia,0.0,,4657722.0,4657722.0,1.0
2000,Georgia,4406616,13750,458374,0,0,0,0,GEO,3057475335.18846,Asia,0.0,0.69,4077131.0,4077131.0,1.0
2005,Georgia,3851060,12875,434000,0,0,0,0,GEO,6410912049.87105,Asia,0.0,0.74,3902469.0,3902469.0,1.0
2010,Georgia,3553010,12000,440787,0,0,0,0,GEO,12426907967.1578,Asia,0.0,0.76,3786695.0,3786695.0,1.0
1995,Azerbaijan,291437,22951,6738299,0,0,0,0,AZE,2417331192.9526,Asia,1.0,0.62,7684850.0,7052687.0,0.9177390580167473
2000,Azerbaijan,236459,12500,6960600,0,0,0,0,AZE,5272615722.96892,Asia,0.0,0.64,8048600.0,7209559.0,0.8957531744651244
2005,Azerbaijan,228500,10000,8056320,0,0,0,0,AZE,13245421880.834,Asia,1.0,0.69,8391850.0,8294820.0,0.9884375912343524
2010,Azerbaijan,218200,8000,8595234,0,0,0,0,AZE,52909294791.9262,Asia,0.0,0.73,9054332.0,8821434.0,0.9742777269488241
1990,Finland,4437525,1250,7800,2000,0,0,0,FIN,141446120354.533,Europe,0.0,0.81,4986431.0,4448575.0,0.8921360788908941
1995,Finland,4444851,1241,12181,2677,0,0,0,FIN,134060457516.34,Europe,0.0,0.86,5107790.0,4460950.0,0.8733620606955258
2000,Finland,4468908,1232,16563,3354,0,0,0,FIN,125967821110.589,Europe,0.0,0.89,5176209.0,4490057.0,0.8674412103529823
2005,Finland,4422378,1249,23712,4879,0,0,0,FIN,204859368790.661,Europe,0.0,0.91,5246096.0,4452218.0,0.848672612929691
2010,Finland,4258941,1277,24245,4988,0,0,0,FIN,249429613683.334,Europe,0.0,0.91,5363352.0,4289451.0,0.7997705539371647
1990,Sweden,7833833,15500,137000,24573,0,0,0,SWE,261466577008.853,Europe,0.0,0.81,8558835.0,8010906.0,0.9359808899225187
1995,Sweden,7933826,15813,205268,30641,0,0,0,SWE,267050453506.792,Europe,0.0,0.87,8826939.0,8185548.0,0.9273370983984369
2000,Sweden,7734793,20031,350550,3505,3505,0,0,SWE,262903560280.282,Europe,0.0,0.9,8872109.0,8112384.0,0.9143692891960638
2005,Sweden,7630100,19250,350000,15000,8500,0,0,SWE,391688455928.597,Europe,0.0,0.91,9029572.0,8022850.0,0.8885083368292539
2010,Sweden,7133814,19781,562741,0,0,0,0,SWE,492750897239.447,Europe,0.0,0.91,9378126.0,7716336.0,0.8228014850728174
1990,Norway,3819633,820,13919,27809,0,0,0,NOR,119791843059.572,Europe,0.0,0.84,4241473.0,3862181.0,0.9105754062326932
1995,Norway,3962924,821,18778,34737,0,0,0,NOR,152029612324.788,Europe,0.0,0.89,4359184.0,4017260.0,0.9215623841526304
2000,Norway,3956900,1200,62000,40000,0,0,0,NOR,171457201935.968,Europe,0.0,0.91,4490967.0,4060100.0,0.9040591925970509
2005,Norway,4168814,1300,76621,9505,3782,0,0,NOR,309978579743.888,Europe,0.0,0.94,4623291.0,4260022.0,0.9214263173137923
2010,Norway,4103723,823,99500,13450,5203,0,0,NOR,431052143940.438,Europe,0.0,0.94,4889252.0,4222699.0,0.8636697392566388
1990,Denmark,4777340,6700,55000,11272,3400,0,0,DNK,138217740684.484,Europe,0.0,0.84,5140939.0,4853712.0,0.9441294673988546
1995,Denmark,4703433,6737,108747,13840,5564,0,0,DNK,184848481008.139,Europe,0.0,0.86,5233373.0,4838321.0,0.9245129288510489
2000,Denmark,4551334,6159,174507,3941,0,0,0,DNK,164043817223.59,Europe,0.0,0.89,5339616.0,4735941.0,0.8869441173297855
2005,Denmark,4544945,7000,200000,4423,0,0,0,DNK,265150087711.985,Europe,0.0,0.92,5419432.0,4756368.0,0.8776506467836481
2010,Denmark,4527237,2153,222000,4487,206,0,0,DNK,322345594075.47,Europe,0.0,0.91,5547683.0,4756083.0,0.8573097994243724
1990,Iceland,246069,0,50,0,150,0,0,ISL,6694851159.32729,Europe,0.0,0.83,254826.0,246269.0,0.9664202239959816
1995,Iceland,257027,0,221,0,440,0,0,ISL,7372640168.67697,Europe,0.0,0.86,267468.0,257688.0,0.9634348781910359
2000,Iceland,268427,0,135,455,0,0,0,ISL,9140168922.35677,Europe,0.0,0.9,281205.0,269017.0,0.9566579541615547
2005,Iceland,277615,0,321,597,0,0,0,ISL,17146410560.5279,Europe,0.0,0.94,296734.0,278533.0,0.9386622362115565
2010,Iceland,290063,0,1589,1087,0,0,0,ISL,13922711576.5124,Europe,0.0,0.93,318041.0,292739.0,0.9204442194559821
1990,Cabo Verde,327320,0,7600,0,0,0,0,CPV,306890962.649533,Africa,0.0,0.59,375428.0,334920.0,0.8921018144624269
1995,Cabo Verde,368620,52,9828,0,0,0,0,CPV,487148993.533109,Africa,0.0,,418104.0,378500.0,0.9052771559229282
2000,Cabo Verde,406199,55,11856,0,0,0,0,CPV,539227277.626411,Africa,0.0,0.59,453317.0,418110.0,0.9223347017649901
2005,Cabo Verde,438406,0,11400,0,0,0,0,CPV,972241676.907662,Africa,0.0,0.62,485115.0,449806.0,0.9272151963967307
2010,Cabo Verde,450220,0,15200,0,0,0,0,CPV,1824751467.92957,Africa,0.0,0.65,509784.0,465420.0,0.9129749070194435
1990,Guinea-Bissau,115320,0,318120,0,0,0,0,GNB,634187269.235013,Africa,0.0,0.41,973669.0,433440.0,0.4451615487398695
1995,Guinea-Bissau,142554,0,374150,0,0,0,0,GNB,660195402.013602,Africa,0.0,,1119949.0,516704.0,0.46136386567602633
2000,Guinea-Bissau,145500,0,505200,0,0,0,0,GNB,391345597.488269,Africa,0.0,0.41,1234741.0,650700.0,0.5269931102960054
2005,Guinea-Bissau,158866,0,556919,0,0,0,0,GNB,639776040.688424,Africa,0.0,0.41,1381585.0,715785.0,0.5180897302735626
2010,Guinea-Bissau,160848,0,589777,0,0,0,0,GNB,940112538.936436,Africa,0.0,0.44,1566347.0,750625.0,0.47922012172270895
1990,Equatorial Guinea,318600,0,6960,0,150,0,0,GNQ,112119411.489965,Africa,0.0,0.51,474274.0,325710.0,0.6867549138261848
1995,Equatorial Guinea,339545,0,11653,0,188,0,0,GNQ,141853360.867855,Africa,0.0,,571264.0,351386.0,0.6151026495630741
2000,Equatorial Guinea,394530,0,18700,0,227,0,0,GNQ,1045998496.43872,Africa,0.0,0.51,703279.0,413457.0,0.5878989703943954
2005,Equatorial Guinea,526785,0,24665,0,305,0,0,GNQ,8217369092.65224,Africa,0.0,0.57,947367.0,551755.0,0.5824089291689493
2010,Equatorial Guinea,622914,0,27500,0,349,0,0,GNQ,16314443436.2903,Africa,0.0,0.61,1189085.0,650763.0,0.5472804719595319
1990,Mali,156000,0,7163200,0,0,0,0,MLI,3248417790.51435,Africa,1.0,0.24,9178830.0,7319200.0,0.7974001043706006
1995,Mali,222939,0,9557550,0,0,0,0,MLI,3373322735.39126,Africa,0.0,0.27,10185365.0,9780489.0,0.9602492399634182
2000,Mali,368900,0,10080350,0,0,0,0,MLI,3521570875.90793,Africa,0.0,0.32,11559290.0,10449250.0,0.9039698805030413
2005,Mali,325211,0,10607200,0,0,0,0,MLI,7429066951.48251,Africa,0.0,0.37,13538647.0,10932411.0,0.8074965688964341
2010,Mali,407068,0,12754822,0,0,0,0,MLI,12710739159.4045,Africa,0.0,0.41,15945198.0,13161890.0,0.8254453786023855
1990,Senegal,400000,0,6407000,830,0,0,0,SEN,7390967360.42121,Africa,1.0,0.37,7720523.0,6807830.0,0.8817835268413811
1995,Senegal,411998,0,7328829,1015,0,0,0,SEN,6326342633.4034,Africa,1.0,0.38,8848101.0,7741842.0,0.8749721550420819
2000,Senegal,377758,0,8852140,1242,0,0,0,SEN,6013185003.97525,Africa,1.0,0.39,9968260.0,9231140.0,0.9260532931524659
2005,Senegal,433919,0,10159120,1300,0,0,0,SEN,11009033437.939,Africa,0.0,0.43,11235472.0,10594339.0,0.942936709735025
2010,Senegal,421345,0,11346069,1631,0,0,0,SEN,16121315909.0758,Africa,0.0,0.47,12635413.0,11769045.0,0.9314333453128917
1990,Benin,1306920,0,870000,0,0,0,0,BEN,1959965330.14765,Africa,0.0,0.35,5281479.0,2176920.0,0.4121799973075724
1995,Benin,1837275,0,1190640,0,0,0,0,BEN,2169627137.9207,Africa,0.0,0.38,6226773.0,3027915.0,0.48627354811232076
2000,Benin,2635093,0,1505807,0,0,0,0,BEN,3519991440.47913,Africa,0.0,0.41,7221619.0,4140900.0,0.5734032770213993
2005,Benin,3161071,0,1692233,0,6198,0,0,BEN,6567654954.38903,Africa,0.0,0.46,8426144.0,4859502.0,0.5767171792933992
2010,Benin,3514394,0,2325715,0,0,0,0,BEN,9535345015.78355,Africa,0.0,0.48,9797484.0,5840109.0,0.5960825248604642
1990,Mauritania,8930,0,1972970,0,0,0,0,MRT,1506914407.82047,Africa,0.0,0.4,1951878.0,1951878.0,1.0
1995,Mauritania,8088,0,2261160,0,0,0,0,MRT,2091726101.43014,Africa,0.0,0.44,2312017.0,2269248.0,0.9815014335967253
2000,Mauritania,7248,0,2597000,0,0,0,0,MRT,1779520886.47015,Africa,0.0,0.46,2613441.0,2604248.0,0.9964824153290623
2005,Mauritania,7489,0,2789760,0,0,0,0,MRT,2936019525.60241,Africa,0.0,0.5,2939059.0,2797249.0,0.9517498627962215
2010,Mauritania,8718,0,3212166,0,0,0,0,MRT,5628878797.98257,Africa,0.0,0.51,3390965.0,3220884.0,0.949842891330344
1990,Niger,65400,0,6970000,0,0,0,0,NER,3512356507.88599,Africa,0.0,0.21,8286059.0,7035400.0,0.8490646759816699
1995,Niger,52829,0,8450430,0,0,0,0,NER,2302537562.24406,Africa,0.0,0.24,9714529.0,8503259.0,0.8753135638382468
2000,Niger,379700,0,9817950,0,0,0,0,NER,2241753192.81158,Africa,0.0,0.26,11509630.0,10197650.0,0.8860102366453135
2005,Niger,446864,0,11590000,0,0,0,0,NER,4383315964.58718,Africa,0.0,0.3,13756192.0,12036864.0,0.8750142481291334
2010,Niger,584548,0,13714412,0,0,0,0,NER,7851192502.30917,Africa,0.0,0.34,16548835.0,14298960.0,0.864046321085442
1990,Guinea,220000,0,3847000,4458,0,0,0,GIN,3888320665.52218,Africa,0.0,0.27,6434374.0,4071458.0,0.6327667617704535
1995,Guinea,280000,0,4997320,5573,0,0,0,GIN,5385704166.43341,Africa,0.0,0.31,7553249.0,5282893.0,0.6994199449799682
2000,Guinea,534351,0,6315500,6500,0,0,0,GIN,4367458866.71537,Africa,1.0,0.34,8428832.0,6856351.0,0.8134402251699879
2005,Guinea,737678,0,7837850,8200,0,0,0,GIN,4282468636.90501,Africa,0.0,0.4,9245844.0,8583728.0,0.9283877166865458
2010,Guinea,819087,0,8702832,9000,0,0,0,GIN,6853467145.53089,Africa,0.0,0.42,10396086.0,9530919.0,0.9167795456867133
1990,Burkina Faso,1340000,0,4376500,0,0,0,0,BFA,3101300778.56414,Africa,0.0,0.3,9159356.0,5716500.0,0.624115931294733
1995,Burkina Faso,1601000,0,5100000,0,0,0,0,BFA,2379517975.28056,Africa,0.0,,10386722.0,6701000.0,0.6451506067072942
2000,Burkina Faso,2561541,0,6804090,0,0,0,0,BFA,2968370087.59759,Africa,0.0,0.3,11925546.0,9365631.0,0.7853419038423901
2005,Burkina Faso,2891500,0,7425160,0,0,0,0,BFA,6146353173.34929,Africa,0.0,0.33,13932123.0,10316660.0,0.7404944673543292
2010,Burkina Faso,4574351,0,9023117,0,0,0,0,BFA,10109619740.6994,Africa,0.0,0.37,16176498.0,13597468.0,0.8405693247079806
1990,Liberia,866520,0,433260,0,0,0,0,LBR,384400000.0,Africa,1.0,0.4,2223667.0,1299780.0,0.5845209736889562
1995,Liberia,998800,0,441600,0,0,0,0,LBR,134800000.0,Africa,1.0,,2169162.0,1440400.0,0.6640352357269766
2000,Liberia,1230057,0,630800,0,0,0,0,LBR,874000000.0,Africa,1.0,0.43,2928117.0,1860857.0,0.6355131984138612
2005,Liberia,2281310,0,466760,0,0,0,0,LBR,949000000.0,Africa,0.0,0.45,3301015.0,2748070.0,0.8324924303585413
2010,Liberia,3542240,0,468918,0,0,0,0,LBR,1998000000.0,Africa,0.0,0.46,4058890.0,4011158.0,0.9882401346180852
1990,Sierra Leone,452150,0,1798650,0,2050,0,0,SLE,649644097.566129,Africa,0.0,0.31,4196828.0,2252850.0,0.5367982676440397
1995,Sierra Leone,419499,0,2433100,0,2270,0,0,SLE,870740291.519248,Africa,1.0,0.31,4179179.0,2854869.0,0.6831171864138865
2000,Sierra Leone,856198,0,2813860,0,2490,0,0,SLE,635866403.776065,Africa,1.0,0.32,4423611.0,3672548.0,0.8302149533491981
2005,Sierra Leone,1057208,0,3147566,0,2797,0,0,SLE,2545275312.60512,Africa,0.0,0.37,5501712.0,4207571.0,0.7647748555358769
2010,Sierra Leone,1169246,0,3396544,0,3000,0,0,SLE,4262805966.78755,Africa,0.0,0.42,6222714.0,4568790.0,0.7342117924751161
1990,Ghana,8280300,0,2930000,340,3200,0,0,GHA,5889106573.46088,Africa,0.0,0.44,15394648.0,11213840.0,0.728424579763045
1995,Ghana,10150510,0,3464972,372,3621,0,0,GHA,6464382807.67884,Africa,0.0,0.46,17399017.0,13619475.0,0.782772670433048
2000,Ghana,10986230,0,3787000,404,4042,0,0,GHA,4982850662.20851,Africa,0.0,0.5,19637087.0,14777676.0,0.7525391113254222
2005,Ghana,12666130,0,3404843,431,4333,0,0,GHA,10744568381.4456,Africa,0.0,0.52,22449438.0,16075737.0,0.7160863893341116
2010,Ghana,16879326,0,4223515,0,0,0,0,GHA,32197655566.5347,Africa,0.0,0.57,25474995.0,21102841.0,0.8283746866289866
1990,Togo,1467000,0,650000,0,0,0,0,TGO,2299665505.61434,Africa,0.0,0.4,3998761.0,2117000.0,0.5294139859821579
1995,Togo,1777899,0,735300,0,0,0,0,TGO,1849110468.19569,Africa,0.0,0.42,4410832.0,2513199.0,0.5697788988562702
2000,Togo,1917880,0,555480,0,0,0,0,TGO,2106848752.27753,Africa,0.0,0.44,5140037.0,2473360.0,0.48119497972485414
2005,Togo,2513727,0,731169,0,0,0,0,TGO,3221910408.46516,Africa,0.0,0.46,5844631.0,3244896.0,0.555192620372441
2010,Togo,2797212,0,815854,0,0,0,0,TGO,4746386893.22553,Africa,0.0,0.47,6732590.0,3613066.0,0.5366532047844886
1990,Cameroon,6038000,0,2435000,55,0,0,0,CMR,12314482627.8454,Africa,0.0,0.44,11331821.0,8473055.0,0.7477222769403081
1995,Cameroon,7036810,0,2920940,100,0,0,0,CMR,10864772470.9043,Africa,0.0,0.43,13058516.0,9957850.0,0.7625560209138619
2000,Cameroon,7566370,0,2896320,181,0,0,0,CMR,10566579294.9831,Africa,0.0,0.43,14912631.0,10462871.0,0.7016113387369405
2005,Cameroon,8938935,0,3499500,326,0,0,0,CMR,19509852206.9341,Africa,0.0,0.47,17074594.0,12438761.0,0.728495271981284
2010,Cameroon,9868484,0,4265362,359,0,0,0,CMR,27507501821.0296,Africa,0.0,0.52,19668066.0,14134205.0,0.7186372569626317
1990,Nigeria,44038540,800,42899000,5000,0,0,0,NGA,54035795387.8086,Africa,0.0,0.38,97120925.0,86943340.0,0.8952070833345132
1995,Nigeria,47688800,801,52361000,5477,0,0,0,NGA,140919776986.364,Africa,0.0,0.4,110819428.0,100056078.0,0.9028748821912346
2000,Nigeria,49263166,200,60000000,5954,0,0,0,NGA,69171451627.2465,Africa,0.0,0.43,126382494.0,109269320.0,0.8645922116396911
2005,Nigeria,56317628,100,66214665,7000,0,0,0,NGA,175670569969.346,Africa,0.0,0.48,145017253.0,122539393.0,0.844998718876574
2010,Nigeria,64726375,100,78284656,8229,0,0,0,NGA,366990417129.04,Africa,1.0,0.49,166642886.0,143019360.0,0.8582386169188164
1990,Gabon,806600,0,40000,0,0,0,0,GAB,5952293764.84777,Africa,0.0,0.6,983734.0,846600.0,0.8605984951216488
1995,Gabon,946880,0,79645,0,0,0,0,GAB,4958845648.04778,Africa,0.0,0.64,1123213.0,1026525.0,0.9139183752324804
2000,Gabon,936379,0,147120,0,0,0,0,GAB,5080483628.53013,Africa,0.0,0.63,1275572.0,1083499.0,0.8494220631998821
2005,Gabon,963099,0,157560,0,0,0,0,GAB,9582783990.85345,Africa,0.0,0.67,1463495.0,1120659.0,0.7657415980239085
2010,Gabon,1047752,0,210332,0,0,0,0,GAB,14372593020.2885,Africa,0.0,0.66,1719879.0,1258084.0,0.7314956459146253
1990,Central African Republic,1853000,0,455000,0,0,0,0,CAF,1440711459.16967,Africa,0.0,0.33,2871910.0,2308000.0,0.8036463538202799
1995,Central African Republic,2159140,0,490950,0,0,0,0,CAF,1115389673.69197,Africa,0.0,0.33,3348052.0,2650090.0,0.7915319116907383
2000,Central African Republic,1662483,0,565474,0,0,0,0,CAF,916777282.691659,Africa,0.0,0.32,3833416.0,2227957.0,0.581193640345843
2005,Central African Republic,2017690,0,615150,0,0,0,0,CAF,1337894378.73743,Africa,1.0,0.35,4288810.0,2632840.0,0.6138859030826733
2010,Central African Republic,2215305,0,675397,0,0,0,0,CAF,2142591540.40068,Africa,1.0,0.36,4492995.0,2890702.0,0.6433797500331071
1990,Chad,1808050,0,2672890,612,0,0,0,TCD,1738605557.76313,Africa,1.0,0.29,5982833.0,4481552.0,0.7490685432804158
1995,Chad,1955305,0,3167500,765,0,0,0,TCD,1445919894.57661,Africa,0.0,,7089064.0,5123570.0,0.7227428049739711
2000,Chad,2274495,0,4124505,918,0,0,0,TCD,1388506771.58756,Africa,1.0,0.29,8512093.0,6399918.0,0.7518618511334404
2005,Chad,3306270,0,5530260,1543,0,0,0,TCD,8655892392.92919,Africa,1.0,0.34,10328092.0,8838073.0,0.8557314361645888
2010,Chad,3909470,0,6347232,1771,0,0,0,TCD,14058506663.7252,Africa,1.0,0.36,12312575.0,10258473.0,0.8331703969315923
1990,Uganda,13556620,2000,1843204,727,132000,0,1650,UGA,4304399310.30967,Africa,1.0,0.33,17569897.0,15536201.0,0.8842511142780177
1995,Uganda,15511805,2200,2156905,908,157600,0,1800,UGA,5755818842.49246,Africa,1.0,0.36,20665667.0,17831218.0,0.8628426074996757
2000,Uganda,17829965,1500,2634881,1090,162000,0,2004,UGA,6193246837.09687,Africa,1.0,0.39,24000150.0,20631440.0,0.8596379605960796
2005,Uganda,21257472,2676,3117551,1722,170000,0,2461,UGA,9239221763.05793,Africa,1.0,0.47,27963289.0,24551882.0,0.878004086000041
2010,Uganda,25921856,2000,3734278,2005,182000,0,2863,UGA,26673441430.7857,Africa,0.0,0.5,32390802.0,29845002.0,0.9214036132850307
1990,Kenya,18867000,1600,1680000,200,120000,0,48000,KEN,8572359038.16958,Africa,0.0,0.48,22892651.0,20716800.0,0.9049541706637645
1995,Kenya,24049800,1693,2032672,461,135801,0,53027,KEN,9046320255.40507,Africa,0.0,0.49,26601751.0,26273454.0,0.9876588199024944
2000,Kenya,23881200,1787,2406400,722,135000,0,58054,KEN,12705350097.8044,Africa,0.0,0.49,30642890.0,26483163.0,0.8642514788911881
2005,Kenya,29036215,1500,3193162,1118,145000,0,60000,KEN,18737895512.7378,Africa,0.0,0.53,35796484.0,32436995.0,0.9061503079464452
2010,Kenya,32402646,1300,4198090,1266,175000,0,77561,KEN,45405615063.7551,Africa,0.0,0.55,41598567.0,36855863.0,0.8859887649495234
1990,Burundi,4891200,0,105893,0,5000,0,0,BDI,1132101252.51817,Africa,0.0,0.28,5587052.0,5002093.0,0.8953009565688668
1995,Burundi,5424155,0,59820,0,5312,0,0,BDI,1000428393.88528,Africa,1.0,0.29,6066316.0,5489287.0,0.904879831515536
2000,Burundi,5623798,0,234324,0,5624,0,0,BDI,870486065.883137,Africa,1.0,0.3,6470194.0,5863746.0,0.906270507499466
2005,Burundi,6632591,0,224601,0,6422,0,0,BDI,1117113079.73645,Africa,1.0,0.35,7587299.0,6863614.0,0.9046188900687847
2010,Burundi,7641386,0,214879,0,7220,0,0,BDI,2032135192.01248,Africa,0.0,0.4,9376444.0,7863485.0,0.8386425600152894
1990,Rwanda,5702750,0,556056,0,10000,0,0,RWA,2550185679.08109,Africa,1.0,0.32,7375307.0,6268806.0,0.8499722113262539
1995,Rwanda,4359705,0,362880,0,5193,0,0,RWA,1293535193.49248,Africa,0.0,0.29,5674118.0,4727778.0,0.8332181318752976
2000,Rwanda,6779963,0,328674,0,387,0,0,RWA,2068836754.37431,Africa,1.0,0.33,8213931.0,7109024.0,0.8654837738471385
2005,Rwanda,8064826,0,449600,0,440,0,0,RWA,2933819766.17656,Africa,0.0,0.43,9054528.0,8514866.0,0.9403986602062526
2010,Rwanda,9252868,0,475843,0,517,0,0,RWA,6124756654.12346,Africa,0.0,0.48,10317553.0,9729228.0,0.9429782430000602
1990,Djibouti,23660,0,484500,0,130,0,0,DJI,452328087.282876,Africa,0.0,0.32,579538.0,508290.0,0.8770606931728376
1995,Djibouti,26408,0,564940,0,192,0,0,DJI,497723960.589913,Africa,0.0,0.32,633074.0,591540.0,0.9343931357155719
2000,Djibouti,10397,0,622050,0,255,0,0,DJI,551230861.856505,Africa,0.0,0.33,747318.0,632702.0,0.8466302163202278
2005,Djibouti,11125,0,784875,0,321,0,0,DJI,708633194.726566,Africa,0.0,0.38,839167.0,796321.0,0.9489422248491659
2010,Djibouti,12256,0,860869,0,352,0,0,DJI,1128611700.3618,Africa,0.0,0.42,930251.0,873477.0,0.9389691599364043
1990,Ethiopia,29253960,10000,16540480,0,3600,0,0,ETH,12478943895.1691,Africa,1.0,0.29,47609755.0,45808040.0,0.9621566000497167
1995,Ethiopia,32575450,10975,19270180,0,4130,0,0,ETH,7855205206.93405,Africa,0.0,,57537335.0,51860735.0,0.9013405817283682
